urn,normalizedlemma,shortdef
urn:cite:perseus:lexentity.lex100281.1,Ἀμβρύων,
urn:cite:perseus:lexentity.lex100282.1,Ἀμείλιχος,
urn:cite:perseus:lexentity.lex100283.1,Ἀμεινίας,
urn:cite:perseus:lexentity.lex100284.1,Ἀμεινιάδης,
urn:cite:perseus:lexentity.lex100285.1,Ἀμεινοκλῆς,
urn:cite:perseus:lexentity.lex100286.1,Ἀμειψίας,
urn:cite:perseus:lexentity.lex100287.1,Ἀμελοῖ,
urn:cite:perseus:lexentity.lex100288.1,Ἀμερίας,
urn:cite:perseus:lexentity.lex100289.1,Ἀμιδηνός,
urn:cite:perseus:lexentity.lex100291.1,Ἀμισηνός,
urn:cite:perseus:lexentity.lex100292.1,Ἀμισός,
urn:cite:perseus:lexentity.lex100293.1,Ἀμισώδαρος,
urn:cite:perseus:lexentity.lex100294.1,Ἀμμέας,
urn:cite:perseus:lexentity.lex100296.1,Ἀμμαῖος,
urn:cite:perseus:lexentity.lex100297.1,Ἀμμούς,
urn:cite:perseus:lexentity.lex100298.1,Ἀμμοῦς,
urn:cite:perseus:lexentity.lex100299.1,Ἀμμωνίς,
urn:cite:perseus:lexentity.lex100300.1,Ἀμμωνιάς,
urn:cite:perseus:lexentity.lex100301.1,Ἀμμωνιακός,
urn:cite:perseus:lexentity.lex100302.1,Ἀμμώνας,
urn:cite:perseus:lexentity.lex100303.1,Ἀμμώνιος,
urn:cite:perseus:lexentity.lex100304.1,Ἀμναῖος,
urn:cite:perseus:lexentity.lex100305.1,Ἀμνιάς,
urn:cite:perseus:lexentity.lex100306.1,Ἀμνισίς,
urn:cite:perseus:lexentity.lex100307.1,Ἀμνισιάδες,
urn:cite:perseus:lexentity.lex100308.1,Ἀμνισός,
urn:cite:perseus:lexentity.lex100309.1,Ἀμνών,
urn:cite:perseus:lexentity.lex100310.1,Ἀμοιβεύς,
urn:cite:perseus:lexentity.lex100311.1,Ἀμομφάρετος,
urn:cite:perseus:lexentity.lex100312.1,Ἀμοπάων,
urn:cite:perseus:lexentity.lex100313.1,Ἀμοργίτης,
urn:cite:perseus:lexentity.lex100314.1,Ἀμοργοῦς,
urn:cite:perseus:lexentity.lex100315.1,Ἀμοργός,""
urn:cite:perseus:lexentity.lex100316.1,Ἀμοργῖνος,
urn:cite:perseus:lexentity.lex100317.1,Ἀμορραῖος,
urn:cite:perseus:lexentity.lex100318.1,Ἀμούλιος,
urn:cite:perseus:lexentity.lex100319.1,Ἀμπρακία,
urn:cite:perseus:lexentity.lex100320.1,Ἀμπρακιήτης,
urn:cite:perseus:lexentity.lex100321.1,Ἀμπρακικός,
urn:cite:perseus:lexentity.lex100322.1,Ἀμπρακιωτικός,
urn:cite:perseus:lexentity.lex100323.1,Ἀμπρακιώτης,
urn:cite:perseus:lexentity.lex100324.1,Ἀμπρακιῶτις,
urn:cite:perseus:lexentity.lex100325.1,Ἀμπυκίδης,
urn:cite:perseus:lexentity.lex100326.1,Ἀμυδών,
urn:cite:perseus:lexentity.lex100327.1,Ἀμυθάων,
urn:cite:perseus:lexentity.lex100328.1,Ἀμυθέων,
urn:cite:perseus:lexentity.lex100331.1,Ἀμυκλαιεύς,
urn:cite:perseus:lexentity.lex100332.1,Ἀμυκλαῖον,
urn:cite:perseus:lexentity.lex100333.1,Ἀμυκλαῖος,
urn:cite:perseus:lexentity.lex100334.1,Ἀμυμώνη,
urn:cite:perseus:lexentity.lex100335.1,Ἀμυνίας,
urn:cite:perseus:lexentity.lex100336.1,Ἀμυνόμαχος,
urn:cite:perseus:lexentity.lex100338.1,Ἀμφάρης,

urn:cite:perseus:lexentity.lex100339.1,Ἀμφίαλος,""
urn:cite:perseus:lexentity.lex100340.1,Ἀμφίαναξ,
urn:cite:perseus:lexentity.lex100341.1,Ἀμφίας,
urn:cite:perseus:lexentity.lex100342.1,Ἀμφίβαιος,
urn:cite:perseus:lexentity.lex100343.1,Ἀμφίδαμος,
urn:cite:perseus:lexentity.lex100344.1,Ἀμφίδικος,
urn:cite:perseus:lexentity.lex100345.1,Ἀμφίδολοι,
urn:cite:perseus:lexentity.lex100346.1,Ἀμφίδωρος,
urn:cite:perseus:lexentity.lex100347.1,Ἀμφίθεμις,
urn:cite:perseus:lexentity.lex100348.1,Ἀμφίθεος,
urn:cite:perseus:lexentity.lex100349.1,Ἀμφίκλεια,
urn:cite:perseus:lexentity.lex100350.1,Ἀμφίλοχος,
urn:cite:perseus:lexentity.lex100351.1,Ἀμφίλυτος,
urn:cite:perseus:lexentity.lex100352.1,Ἀμφίμαλλα,
urn:cite:perseus:lexentity.lex100353.1,Ἀμφίμαρος,
urn:cite:perseus:lexentity.lex100354.1,Ἀμφίμαχος,
urn:cite:perseus:lexentity.lex100355.1,Ἀμφίμνηστος,
urn:cite:perseus:lexentity.lex100356.1,Ἀμφίνομος,
urn:cite:perseus:lexentity.lex100357.1,Ἀμφίπολις,
urn:cite:perseus:lexentity.lex100358.1,Ἀμφίστρατος,
urn:cite:perseus:lexentity.lex100359.1,Ἀμφίστροφον,
urn:cite:perseus:lexentity.lex100360.1,Ἀμφίων,
urn:cite:perseus:lexentity.lex100361.1,Ἀμφαξῖτις,
urn:cite:perseus:lexentity.lex100362.1,Ἀμφεύς,
urn:cite:perseus:lexentity.lex100363.1,Ἀμφιάναξ,
urn:cite:perseus:lexentity.lex100364.1,Ἀμφιάραος,
urn:cite:perseus:lexentity.lex100365.1,Ἀμφιάρειον,
urn:cite:perseus:lexentity.lex100366.1,Ἀμφιάρηος,
urn:cite:perseus:lexentity.lex100367.1,Ἀμφιγένεια,
urn:cite:perseus:lexentity.lex100368.1,Ἀμφιδάμας,
urn:cite:perseus:lexentity.lex100369.1,Ἀμφιδολίς,
urn:cite:perseus:lexentity.lex100370.1,Ἀμφιεραιστής,
urn:cite:perseus:lexentity.lex100371.1,Ἀμφιθέη,
urn:cite:perseus:lexentity.lex100372.1,Ἀμφιθόη,
urn:cite:perseus:lexentity.lex100373.1,Ἀμφικαία,
urn:cite:perseus:lexentity.lex100374.1,Ἀμφικαιεύς,
urn:cite:perseus:lexentity.lex100377.1,Ἀμφικλῆς,
urn:cite:perseus:lexentity.lex100378.1,Ἀμφικράτης,
urn:cite:perseus:lexentity.lex100379.1,Ἀμφικτυονία,
urn:cite:perseus:lexentity.lex100380.1,Ἀμφικτυονίς,
urn:cite:perseus:lexentity.lex100381.1,Ἀμφικτυονεία,
urn:cite:perseus:lexentity.lex100382.1,Ἀμφικτυονικός,
urn:cite:perseus:lexentity.lex100383.1,Ἀμφικτύονες,
urn:cite:perseus:lexentity.lex100384.1,Ἀμφικτύων,
urn:cite:perseus:lexentity.lex100385.1,Ἀμφιλοχίη,
urn:cite:perseus:lexentity.lex100386.1,Ἀμφιλοχικός,
urn:cite:perseus:lexentity.lex100387.1,Ἀμφιλόχιος,
urn:cite:perseus:lexentity.lex100388.1,Ἀμφιμέδων,
urn:cite:perseus:lexentity.lex100389.1,Ἀμφινόμη,
urn:cite:perseus:lexentity.lex100390.1,Ἀμφιπολίτης,
urn:cite:perseus:lexentity.lex100391.1,Ἀμφιπτόλεμος,
urn:cite:perseus:lexentity.lex100392.1,Ἀμφιπόλιτος,
urn:cite:perseus:lexentity.lex100393.1,Ἀμφιρώ,
urn:cite:perseus:lexentity.lex100394.1,Ἀμφισθένης,
urn:cite:perseus:lexentity.lex100395.1,Ἀμφισσεύς,
urn:cite:perseus:lexentity.lex100396.1,Ἀμφιστρεύς,
urn:cite:perseus:lexentity.lex100397.1,Ἀμφιτρίτη,
urn:cite:perseus:lexentity.lex100399.1,Ἀμφιτροπαιεύς,
urn:cite:perseus:lexentity.lex100400.1,Ἀμφιτρυωνιάδης,
urn:cite:perseus:lexentity.lex100401.1,Ἀμφιτρύων,
urn:cite:perseus:lexentity.lex100402.1,Ἀμφοτερός,

urn:cite:perseus:lexentity.lex100403.1,Ἀμφότερος,""
urn:cite:perseus:lexentity.lex100404.1,Ἀμόλιος,
urn:cite:perseus:lexentity.lex100405.1,Ἀμόλλιος,
urn:cite:perseus:lexentity.lex100406.1,Ἀμόργης,
urn:cite:perseus:lexentity.lex100407.1,Ἀμόργιον,
urn:cite:perseus:lexentity.lex100408.1,Ἀμόργιος,
urn:cite:perseus:lexentity.lex100409.1,Ἀμόριον,
urn:cite:perseus:lexentity.lex100410.1,Ἀμύκλαθεν,
urn:cite:perseus:lexentity.lex100411.1,Ἀμύκλαι,
urn:cite:perseus:lexentity.lex100412.1,Ἀμύκλης,
urn:cite:perseus:lexentity.lex100413.1,Ἀμύνανδρος,
urn:cite:perseus:lexentity.lex100414.1,Ἀμύντας,
urn:cite:perseus:lexentity.lex100415.1,Ἀμύντης,
urn:cite:perseus:lexentity.lex100416.1,Ἀμύντιχος,
urn:cite:perseus:lexentity.lex100417.1,Ἀμύντωρ,
urn:cite:perseus:lexentity.lex100418.1,Ἀμύνων,
urn:cite:perseus:lexentity.lex100419.1,Ἀμύρταιος,
urn:cite:perseus:lexentity.lex100420.1,Ἀμών,
urn:cite:perseus:lexentity.lex100421.1,Ἀνάβους,
urn:cite:perseus:lexentity.lex100422.1,Ἀνάκειον,
urn:cite:perseus:lexentity.lex100423.1,Ἀνάκια,
urn:cite:perseus:lexentity.lex100424.1,Ἀνάκιον,
urn:cite:perseus:lexentity.lex100425.1,Ἀνάκτωρ,
urn:cite:perseus:lexentity.lex100426.1,Ἀνάνηλος,
urn:cite:perseus:lexentity.lex100427.1,Ἀνάνιος,
urn:cite:perseus:lexentity.lex100428.1,Ἀνάξανδρος,
urn:cite:perseus:lexentity.lex100429.1,Ἀνάξαρχος,
urn:cite:perseus:lexentity.lex100431.1,Ἀνάξιππος,
urn:cite:perseus:lexentity.lex100432.1,Ἀνάφη,
urn:cite:perseus:lexentity.lex100433.1,Ἀνάφλυστος,
urn:cite:perseus:lexentity.lex100434.1,Ἀνάχαρσις,
urn:cite:perseus:lexentity.lex100435.1,Ἀνήριστος,
urn:cite:perseus:lexentity.lex100436.1,Ἀνίγριδες,
urn:cite:perseus:lexentity.lex100437.1,Ἀνίης,
urn:cite:perseus:lexentity.lex100438.1,Ἀνίκητος,
urn:cite:perseus:lexentity.lex100439.1,Ἀνίκιος,
urn:cite:perseus:lexentity.lex100440.1,Ἀνίππη,
urn:cite:perseus:lexentity.lex100441.1,Ἀνίων,
urn:cite:perseus:lexentity.lex100442.1,Ἀναίη,
urn:cite:perseus:lexentity.lex100443.1,Ἀναίιτις,
urn:cite:perseus:lexentity.lex100445.1,Ἀναβησίνευς,
urn:cite:perseus:lexentity.lex100446.1,Ἀναβησίνεως,
urn:cite:perseus:lexentity.lex100447.1,Ἀναγνία,
urn:cite:perseus:lexentity.lex100448.1,Ἀναγυράσιος,
urn:cite:perseus:lexentity.lex100449.1,Ἀναγυροῦς,
urn:cite:perseus:lexentity.lex100450.1,Ἀναδυομένη,
urn:cite:perseus:lexentity.lex100452.1,Ἀναιῖτις,
urn:cite:perseus:lexentity.lex100453.1,Ἀνακαιεύς,
urn:cite:perseus:lexentity.lex100454.1,Ἀνακληθρίς,
urn:cite:perseus:lexentity.lex100455.1,Ἀνακρέων,
urn:cite:perseus:lexentity.lex100456.1,Ἀνακρεόντειος,
urn:cite:perseus:lexentity.lex100457.1,Ἀνακτοτελέσται,
urn:cite:perseus:lexentity.lex100458.1,Ἀνακτόριος,
urn:cite:perseus:lexentity.lex100459.1,Ἀνακυνδαράξης,
urn:cite:perseus:lexentity.lex100460.1,Ἀνανίας,
urn:cite:perseus:lexentity.lex100461.1,Ἀναξάνδρη,
urn:cite:perseus:lexentity.lex100463.1,Ἀναξίας,
urn:cite:perseus:lexentity.lex100464.1,Ἀναξίβιος,
urn:cite:perseus:lexentity.lex100465.1,Ἀναξίδαμος,
urn:cite:perseus:lexentity.lex100466.1,Ἀναξίλαος,
urn:cite:perseus:lexentity.lex100467.1,Ἀναξίλευς,
urn:cite:perseus:lexentity.lex100468.1,Ἀναξίλης,
urn:cite:perseus:lexentity.lex100469.1,Ἀναξίμανδρος,
urn:cite:perseus:lexentity.lex100470.1,Ἀναξαγόρας,
urn:cite:perseus:lexentity.lex100471.1,Ἀναξαγόρειος,
urn:cite:perseus:lexentity.lex100472.1,Ἀναξανδρίδης,
urn:cite:perseus:lexentity.lex100473.1,Ἀναξιβίη,
urn:cite:perseus:lexentity.lex100474.1,Ἀναξικράτης,
urn:cite:perseus:lexentity.lex100475.1,Ἀναξιλαίδης,
urn:cite:perseus:lexentity.lex100476.1,Ἀναξιμένης,
urn:cite:perseus:lexentity.lex100477.1,Ἀναξιρόη,
urn:cite:perseus:lexentity.lex100478.1,Ἀναξώ,
urn:cite:perseus:lexentity.lex100480.1,Ἀναστάσιος,
urn:cite:perseus:lexentity.lex100481.1,Ἀναστασίη,
urn:cite:perseus:lexentity.lex100482.1,Ἀνατόλιος,
urn:cite:perseus:lexentity.lex100483.1,Ἀναυχίδης,
urn:cite:perseus:lexentity.lex100484.1,Ἀναφλύστιος,
urn:cite:perseus:lexentity.lex100486.1,Ἀνδήτριον,
urn:cite:perseus:lexentity.lex100487.1,Ἀνδανία,
urn:cite:perseus:lexentity.lex100488.1,Ἀνδανιεύς,
urn:cite:perseus:lexentity.lex100489.1,Ἀνδιζήτιοι,
urn:cite:perseus:lexentity.lex100490.1,Ἀνδοβάλης,
urn:cite:perseus:lexentity.lex100491.1,Ἀνδοκίδης,
urn:cite:perseus:lexentity.lex100492.1,Ἀνδράγαθος,
urn:cite:perseus:lexentity.lex100493.1,Ἀνδρέας,
urn:cite:perseus:lexentity.lex100494.1,Ἀνδρίνεια,
urn:cite:perseus:lexentity.lex100496.1,Ἀνδραίμων,
urn:cite:perseus:lexentity.lex100497.1,Ἀνδραιμονίδης,
urn:cite:perseus:lexentity.lex100498.1,Ἀνδρεύς,
urn:cite:perseus:lexentity.lex100499.1,Ἀνδρηίς,
urn:cite:perseus:lexentity.lex100500.1,Ἀνδριάκη,
urn:cite:perseus:lexentity.lex100501.1,Ἀνδροδάμας,
urn:cite:perseus:lexentity.lex100502.1,Ἀνδροκλείδης,
urn:cite:perseus:lexentity.lex100503.1,Ἀνδροκλῆς,
urn:cite:perseus:lexentity.lex100504.1,Ἀνδροκράτης,
urn:cite:perseus:lexentity.lex100505.1,Ἀνδροκύδης,
urn:cite:perseus:lexentity.lex100506.1,Ἀνδρομάχη,
urn:cite:perseus:lexentity.lex100507.1,Ἀνδρομέδα,
urn:cite:perseus:lexentity.lex100508.1,Ἀνδρομέδη,
urn:cite:perseus:lexentity.lex100509.1,Ἀνδρομένης,
urn:cite:perseus:lexentity.lex100510.1,Ἀνδρομήδης,
urn:cite:perseus:lexentity.lex100511.1,Ἀνδρονίκος,
urn:cite:perseus:lexentity.lex100512.1,Ἀνδροσθένης,
urn:cite:perseus:lexentity.lex100513.1,Ἀνδροτίων,
urn:cite:perseus:lexentity.lex100514.1,Ἀνδρωνίδας,
urn:cite:perseus:lexentity.lex100515.1,Ἀνδρόβουλος,
urn:cite:perseus:lexentity.lex100516.1,Ἀνδρόγεως,
urn:cite:perseus:lexentity.lex100517.1,Ἀνδρόκλεια,
urn:cite:perseus:lexentity.lex100518.1,Ἀνδρόκοττος,
urn:cite:perseus:lexentity.lex100519.1,Ἀνδρόμαχος,
urn:cite:perseus:lexentity.lex100520.1,Ἀνδρόνικος,
urn:cite:perseus:lexentity.lex100521.1,Ἀνδρόπομπος,
urn:cite:perseus:lexentity.lex100523.1,Ἀνδρῶν,
urn:cite:perseus:lexentity.lex100525.1,Ἀνεμούριον,
urn:cite:perseus:lexentity.lex100526.1,Ἀνεμώλεια,
urn:cite:perseus:lexentity.lex100527.1,Ἀνεμώρεια,
urn:cite:perseus:lexentity.lex100528.1,Ἀνεμῶσα,
urn:cite:perseus:lexentity.lex100529.1,Ἀνεμῶτις,
urn:cite:perseus:lexentity.lex100530.1,Ἀνηροέστης,
urn:cite:perseus:lexentity.lex100531.1,Ἀνησιδώρα,
urn:cite:perseus:lexentity.lex100532.1,Ἀνθάς,
urn:cite:perseus:lexentity.lex100533.1,Ἀνθέμιος,
urn:cite:perseus:lexentity.lex100534.1,Ἀνθέστιος,
urn:cite:perseus:lexentity.lex100535.1,Ἀνθήλη,
urn:cite:perseus:lexentity.lex100536.1,Ἀνθήνη,
urn:cite:perseus:lexentity.lex100537.1,Ἀνθίμος,
urn:cite:perseus:lexentity.lex100538.1,Ἀνθίππη,
urn:cite:perseus:lexentity.lex100539.1,Ἀνθεμίδης,
urn:cite:perseus:lexentity.lex100540.1,Ἀνθεμίων,
urn:cite:perseus:lexentity.lex100541.1,Ἀνθεμοεισίς,
urn:cite:perseus:lexentity.lex100542.1,Ἀνθεμουσία,
urn:cite:perseus:lexentity.lex100543.1,Ἀνθεμοῦς,
urn:cite:perseus:lexentity.lex100544.1,Ἀνθεμόεις,
urn:cite:perseus:lexentity.lex100545.1,Ἀνθεμόκριτος,
urn:cite:perseus:lexentity.lex100546.1,Ἀνθεστήρια,
urn:cite:perseus:lexentity.lex100547.1,Ἀνθεστηριάδας,
urn:cite:perseus:lexentity.lex100548.1,Ἀνθεστηριών,
urn:cite:perseus:lexentity.lex100549.1,Ἀνθεσφόρια,
urn:cite:perseus:lexentity.lex100550.1,Ἀνθεσφόρος,
urn:cite:perseus:lexentity.lex100551.1,Ἀνθεύς,
urn:cite:perseus:lexentity.lex100552.1,Ἀνθηίς,
urn:cite:perseus:lexentity.lex100553.1,Ἀνθηδονία,
urn:cite:perseus:lexentity.lex100555.1,Ἀνθηδών,
urn:cite:perseus:lexentity.lex100556.1,Ἀνθηλεία,
urn:cite:perseus:lexentity.lex100557.1,Ἀνθρακίη,
urn:cite:perseus:lexentity.lex100558.1,Ἀνθρωφηρακλῆς,
urn:cite:perseus:lexentity.lex100559.1,Ἀνιλαῖος,
urn:cite:perseus:lexentity.lex100560.1,Ἀννίβας,
urn:cite:perseus:lexentity.lex100561.1,Ἀννίκερις,
urn:cite:perseus:lexentity.lex100562.1,Ἀνναία,
urn:cite:perseus:lexentity.lex100564.1,Ἀννιβίζω,
urn:cite:perseus:lexentity.lex100565.1,Ἀννιβαικός,
urn:cite:perseus:lexentity.lex100566.1,Ἀννιβιακός,
urn:cite:perseus:lexentity.lex100567.1,Ἀνολυμπιάς,
urn:cite:perseus:lexentity.lex100568.1,Ἀνοπαία,
urn:cite:perseus:lexentity.lex100569.1,Ἀνουβιάς,
urn:cite:perseus:lexentity.lex100570.1,Ἀνουβιακός,
urn:cite:perseus:lexentity.lex100571.1,Ἀνουβιδεῖον,
urn:cite:perseus:lexentity.lex100572.1,Ἀνουβιεῖον,
urn:cite:perseus:lexentity.lex100573.1,Ἀντάνδριος,
urn:cite:perseus:lexentity.lex100574.1,Ἀντέας,
urn:cite:perseus:lexentity.lex100575.1,Ἀντήνωρ,
urn:cite:perseus:lexentity.lex100576.1,Ἀντία,
urn:cite:perseus:lexentity.lex100577.1,Ἀντίγονος,
urn:cite:perseus:lexentity.lex100578.1,Ἀντίδοτος,
urn:cite:perseus:lexentity.lex100579.1,Ἀντίδωρος,
urn:cite:perseus:lexentity.lex100580.1,Ἀντίθεος,
urn:cite:perseus:lexentity.lex100581.1,Ἀντίκλεια,
urn:cite:perseus:lexentity.lex100583.1,Ἀντίκυρα,
urn:cite:perseus:lexentity.lex100584.1,Ἀντίλοχος,
urn:cite:perseus:lexentity.lex100585.1,Ἀντίμαχος,
urn:cite:perseus:lexentity.lex100586.1,Ἀντίμνηστος,
urn:cite:perseus:lexentity.lex100587.1,Ἀντίμοιρος,
urn:cite:perseus:lexentity.lex100588.1,Ἀντίνοος,
urn:cite:perseus:lexentity.lex100589.1,Ἀντίνους,
urn:cite:perseus:lexentity.lex100590.1,Ἀντίοχος,
urn:cite:perseus:lexentity.lex100591.1,Ἀντίπας,
urn:cite:perseus:lexentity.lex100592.1,Ἀντίπατρος,
urn:cite:perseus:lexentity.lex100593.1,Ἀντίποινος,
urn:cite:perseus:lexentity.lex100594.1,Ἀντίπολις,
urn:cite:perseus:lexentity.lex100595.1,Ἀντίστιος,
urn:cite:perseus:lexentity.lex100596.1,Ἀντίταυρος,
urn:cite:perseus:lexentity.lex100597.1,Ἀντίφελλος,
urn:cite:perseus:lexentity.lex100598.1,Ἀντίφημος,
urn:cite:perseus:lexentity.lex100599.1,Ἀντίφιλος,
urn:cite:perseus:lexentity.lex100600.1,Ἀντίφονος,
urn:cite:perseus:lexentity.lex100601.1,Ἀντίφρα,
urn:cite:perseus:lexentity.lex100602.1,Ἀντίων,
urn:cite:perseus:lexentity.lex100603.1,Ἀνταγόρας,
urn:cite:perseus:lexentity.lex100604.1,Ἀνταλκίδας,
urn:cite:perseus:lexentity.lex100605.1,Ἀνταῖος,
urn:cite:perseus:lexentity.lex100606.1,Ἀντηνορίδης,
urn:cite:perseus:lexentity.lex100607.1,Ἀντιάδης,
urn:cite:perseus:lexentity.lex100608.1,Ἀντιάνειρα,
urn:cite:perseus:lexentity.lex100609.1,Ἀντιάτης,
urn:cite:perseus:lexentity.lex100610.1,Ἀντιατής,
urn:cite:perseus:lexentity.lex100611.1,Ἀντιγένης,
urn:cite:perseus:lexentity.lex100612.1,Ἀντιγενίδας,
urn:cite:perseus:lexentity.lex100613.1,Ἀντιγονία,
urn:cite:perseus:lexentity.lex100614.1,Ἀντιγονίδης,
urn:cite:perseus:lexentity.lex100615.1,Ἀντιγονίζω,
urn:cite:perseus:lexentity.lex100616.1,Ἀντιγονίς,
urn:cite:perseus:lexentity.lex100617.1,Ἀντιγονεύς,
urn:cite:perseus:lexentity.lex100618.1,Ἀντιγονικός,
urn:cite:perseus:lexentity.lex100619.1,Ἀντιγόνεια,
urn:cite:perseus:lexentity.lex100620.1,Ἀντιγόνειος,
urn:cite:perseus:lexentity.lex100621.1,Ἀντιγόνη,
urn:cite:perseus:lexentity.lex100622.1,Ἀντιδωρίδης,
urn:cite:perseus:lexentity.lex100624.1,Ἀντικλείδης,
urn:cite:perseus:lexentity.lex100625.1,Ἀντικλῆς,
urn:cite:perseus:lexentity.lex100626.1,Ἀντικράτης,
urn:cite:perseus:lexentity.lex100627.1,Ἀντικυρεύς,
urn:cite:perseus:lexentity.lex100628.1,Ἀντικύρη,
urn:cite:perseus:lexentity.lex100629.1,Ἀντιλέων,
urn:cite:perseus:lexentity.lex100630.1,Ἀντιλίβανος,
urn:cite:perseus:lexentity.lex100631.1,Ἀντιμάχη,
urn:cite:perseus:lexentity.lex100632.1,Ἀντιμένης,
urn:cite:perseus:lexentity.lex100633.1,Ἀντιμαχεία,
urn:cite:perseus:lexentity.lex100634.1,Ἀντιμενίδας,
urn:cite:perseus:lexentity.lex100635.1,Ἀντινοεύς,
urn:cite:perseus:lexentity.lex100636.1,Ἀντινόεια,
urn:cite:perseus:lexentity.lex100637.1,Ἀντινόη,
urn:cite:perseus:lexentity.lex100638.1,Ἀντιοχίδης,
urn:cite:perseus:lexentity.lex100639.1,Ἀντιοχίς,
urn:cite:perseus:lexentity.lex100640.1,Ἀντιοχεύς,
urn:cite:perseus:lexentity.lex100641.1,Ἀντιοχικός,
urn:cite:perseus:lexentity.lex100642.1,Ἀντιπάτρεια,
urn:cite:perseus:lexentity.lex100643.1,Ἀντιπατρίς,
urn:cite:perseus:lexentity.lex100644.1,Ἀντισάρης,
urn:cite:perseus:lexentity.lex100645.1,Ἀντισθένειοι,
urn:cite:perseus:lexentity.lex100646.1,Ἀντισθένειος,
urn:cite:perseus:lexentity.lex100647.1,Ἀντισθένης,
urn:cite:perseus:lexentity.lex100648.1,Ἀντισθενισμός,
urn:cite:perseus:lexentity.lex100649.1,Ἀντισσαῖος,
urn:cite:perseus:lexentity.lex100650.1,Ἀντιφάνης,
urn:cite:perseus:lexentity.lex100651.1,Ἀντιφάτης,
urn:cite:perseus:lexentity.lex100652.1,Ἀντιφέρα,
urn:cite:perseus:lexentity.lex100653.1,Ἀντιφών,
urn:cite:perseus:lexentity.lex100654.1,Ἀντιφῶν,
