urn,normalizedlemma,shortdef
urn:cite:perseus:lexentity.lex99855.1,Ἀδοβογιωνίς,
urn:cite:perseus:lexentity.lex99856.1,Ἀδουλίτης,
urn:cite:perseus:lexentity.lex99857.1,Ἀδούας,
urn:cite:perseus:lexentity.lex99858.1,Ἀδούλας,
urn:cite:perseus:lexentity.lex99859.1,Ἀδούλη,
urn:cite:perseus:lexentity.lex99860.1,Ἀδούσιος,
urn:cite:perseus:lexentity.lex99861.1,Ἀδράστεια,
urn:cite:perseus:lexentity.lex99862.1,Ἀδρήστη,
urn:cite:perseus:lexentity.lex99863.1,Ἀδρίας,
urn:cite:perseus:lexentity.lex99864.1,Ἀδραμυττηνός,
urn:cite:perseus:lexentity.lex99865.1,Ἀδραμύτιον,
urn:cite:perseus:lexentity.lex99866.1,Ἀδραμύττειον,
urn:cite:perseus:lexentity.lex99867.1,Ἀδραμύττιον,
urn:cite:perseus:lexentity.lex99868.1,Ἀδρανίτης,
urn:cite:perseus:lexentity.lex99869.1,Ἀδρανόδωρος,
urn:cite:perseus:lexentity.lex99870.1,Ἀδρανός,
urn:cite:perseus:lexentity.lex99871.1,Ἀδρηστίνη,
urn:cite:perseus:lexentity.lex99872.1,Ἀδριακός,
urn:cite:perseus:lexentity.lex99873.1,Ἀδριανός,
urn:cite:perseus:lexentity.lex99874.1,Ἀδριατικός,
urn:cite:perseus:lexentity.lex99875.1,Ἀδρόμιος,
urn:cite:perseus:lexentity.lex99876.1,Ἀδυρμαχίδαι,
urn:cite:perseus:lexentity.lex99877.1,Ἀδωνάρια,
urn:cite:perseus:lexentity.lex99878.1,Ἀδωνίσιος,
urn:cite:perseus:lexentity.lex99879.1,Ἀδωναία,
urn:cite:perseus:lexentity.lex99880.1,Ἀδωνηίς,
urn:cite:perseus:lexentity.lex99881.1,Ἀδωνιάζω,
urn:cite:perseus:lexentity.lex99882.1,Ἀδωνιάς,
urn:cite:perseus:lexentity.lex99883.1,Ἀδωνιακός,
urn:cite:perseus:lexentity.lex99884.1,Ἀδωνιασμός,
urn:cite:perseus:lexentity.lex99885.1,Ἀδωνιών,
urn:cite:perseus:lexentity.lex99886.1,Ἀδώνειος,
urn:cite:perseus:lexentity.lex99887.1,Ἀδώνια,
urn:cite:perseus:lexentity.lex99888.1,Ἀδώνιος,
urn:cite:perseus:lexentity.lex99889.1,Ἀδώραμος,
urn:cite:perseus:lexentity.lex99890.1,Ἀείμνηστος,
urn:cite:perseus:lexentity.lex99891.1,Ἀελλόπους,
urn:cite:perseus:lexentity.lex99892.1,Ἀελλώ,
urn:cite:perseus:lexentity.lex99893.1,Ἀερόπη,
urn:cite:perseus:lexentity.lex99894.1,Ἀζάηλος,
urn:cite:perseus:lexentity.lex99895.1,Ἀζάν,
urn:cite:perseus:lexentity.lex99896.1,Ἀζάνης,
urn:cite:perseus:lexentity.lex99897.1,Ἀζάνιος,
urn:cite:perseus:lexentity.lex99898.1,Ἀζής,
urn:cite:perseus:lexentity.lex99899.1,Ἀζανία,
urn:cite:perseus:lexentity.lex99900.1,Ἀζανίη,
urn:cite:perseus:lexentity.lex99901.1,Ἀζανίς,
urn:cite:perseus:lexentity.lex99902.1,Ἀζανοί,
urn:cite:perseus:lexentity.lex99903.1,Ἀζαντίς,
urn:cite:perseus:lexentity.lex99904.1,Ἀζεύς,
urn:cite:perseus:lexentity.lex99905.1,Ἀζηνιεύς,
urn:cite:perseus:lexentity.lex99906.1,Ἀζησία,
urn:cite:perseus:lexentity.lex99907.1,Ἀζιρίς,
urn:cite:perseus:lexentity.lex99908.1,Ἀζοσία,
urn:cite:perseus:lexentity.lex99909.1,Ἀζόσιος,
urn:cite:perseus:lexentity.lex99910.1,Ἀζώριον,
urn:cite:perseus:lexentity.lex99911.1,Ἀζώτιος,
urn:cite:perseus:lexentity.lex99912.1,Ἀζᾶνες,
urn:cite:perseus:lexentity.lex99913.1,Ἀηνόβαρβος,
urn:cite:perseus:lexentity.lex99914.1,Ἀθάμας,
urn:cite:perseus:lexentity.lex99915.1,Ἀθέρη,
urn:cite:perseus:lexentity.lex99916.1,Ἀθήναια,
urn:cite:perseus:lexentity.lex99917.1,Ἀθήναιον,
urn:cite:perseus:lexentity.lex99918.1,Ἀθήναιος,
urn:cite:perseus:lexentity.lex99919.1,Ἀθήνευς,
urn:cite:perseus:lexentity.lex99920.1,Ἀθήνη,
urn:cite:perseus:lexentity.lex99921.1,Ἀθήνιππος,
urn:cite:perseus:lexentity.lex99922.1,Ἀθαμάν,
urn:cite:perseus:lexentity.lex99923.1,Ἀθαμάντιος,
urn:cite:perseus:lexentity.lex99925.1,Ἀθαμαντίη,
urn:cite:perseus:lexentity.lex99926.1,Ἀθαμαντίς,
urn:cite:perseus:lexentity.lex99927.1,Ἀθανάσιος,
urn:cite:perseus:lexentity.lex99928.1,Ἀθερίων,
urn:cite:perseus:lexentity.lex99929.1,Ἀθηαῖος,
urn:cite:perseus:lexentity.lex99930.1,Ἀθηνάδης,
urn:cite:perseus:lexentity.lex99931.1,Ἀθηνίων,
urn:cite:perseus:lexentity.lex99932.1,Ἀθηναίζω,
urn:cite:perseus:lexentity.lex99933.1,Ἀθηναγόρας,
urn:cite:perseus:lexentity.lex99934.1,Ἀθηναικός,
urn:cite:perseus:lexentity.lex99935.1,Ἀθηναιότης,
urn:cite:perseus:lexentity.lex99936.1,Ἀθηναῖος,
urn:cite:perseus:lexentity.lex99937.1,Ἀθηνιάω,
urn:cite:perseus:lexentity.lex99938.1,Ἀθηνογένης,
urn:cite:perseus:lexentity.lex99939.1,Ἀθηνοκλῆς,
urn:cite:perseus:lexentity.lex99940.1,Ἀθηνόδωρος,
urn:cite:perseus:lexentity.lex99941.1,Ἀθμονεύς,
urn:cite:perseus:lexentity.lex99942.1,Ἀθριβίτη,
urn:cite:perseus:lexentity.lex99943.1,Ἀθρογγαῖος,
urn:cite:perseus:lexentity.lex99944.1,Ἀθυμβρός,
urn:cite:perseus:lexentity.lex99945.1,Ἀθωίτης,
urn:cite:perseus:lexentity.lex99946.1,Ἀθῆναι,
urn:cite:perseus:lexentity.lex99947.1,Ἀθῷος,
urn:cite:perseus:lexentity.lex99948.1,Ἀιδωναία,
urn:cite:perseus:lexentity.lex99949.1,Ἀκάδημος,
urn:cite:perseus:lexentity.lex99950.1,Ἀκάκιος,
urn:cite:perseus:lexentity.lex99951.1,Ἀκάλανδρος,
urn:cite:perseus:lexentity.lex99952.1,Ἀκάλλη,
urn:cite:perseus:lexentity.lex99953.1,Ἀκάμας,""
urn:cite:perseus:lexentity.lex99954.1,Ἀκάνθιος,
urn:cite:perseus:lexentity.lex99955.1,Ἀκάστη,
urn:cite:perseus:lexentity.lex99956.1,Ἀκάταλλος,
urn:cite:perseus:lexentity.lex99957.1,Ἀκέσανδρος,
urn:cite:perseus:lexentity.lex99958.1,Ἀκέσιος,
urn:cite:perseus:lexentity.lex99959.1,Ἀκέστιον,
urn:cite:perseus:lexentity.lex99960.1,Ἀκέστωρ,
urn:cite:perseus:lexentity.lex99961.1,Ἀκήρατος,
urn:cite:perseus:lexentity.lex99962.1,Ἀκίδας,
urn:cite:perseus:lexentity.lex99963.1,Ἀκίδουσα,
urn:cite:perseus:lexentity.lex99964.1,Ἀκίδων,
urn:cite:perseus:lexentity.lex99965.1,Ἀκίλα,
urn:cite:perseus:lexentity.lex99966.1,Ἀκίλιος,
urn:cite:perseus:lexentity.lex99967.1,Ἀκαδήμεια,
urn:cite:perseus:lexentity.lex99971.1,Ἀκακήσιος,
urn:cite:perseus:lexentity.lex99972.1,Ἀκακαλλίς,
urn:cite:perseus:lexentity.lex99973.1,Ἀκαμαντίδης,
urn:cite:perseus:lexentity.lex99974.1,Ἀκαρνάν,
urn:cite:perseus:lexentity.lex99975.1,Ἀκαρνανία,
urn:cite:perseus:lexentity.lex99976.1,Ἀκαρνανικός,
urn:cite:perseus:lexentity.lex99977.1,Ἀκεσίας,
urn:cite:perseus:lexentity.lex99978.1,Ἀκεσίδης,
urn:cite:perseus:lexentity.lex99979.1,Ἀκεσίνης,
urn:cite:perseus:lexentity.lex99980.1,Ἀκεσσάμενος,
urn:cite:perseus:lexentity.lex99981.1,Ἀκεσσαμενός,
urn:cite:perseus:lexentity.lex99982.1,Ἀκεστορίδης,
urn:cite:perseus:lexentity.lex99983.1,Ἀκεστόδωρος,
urn:cite:perseus:lexentity.lex99984.1,Ἀκιχώριος,
urn:cite:perseus:lexentity.lex99985.1,Ἀκκάρων,
urn:cite:perseus:lexentity.lex99986.1,Ἀκμονία,
urn:cite:perseus:lexentity.lex99987.1,Ἀκμονίδης,
urn:cite:perseus:lexentity.lex99988.1,Ἀκμόνιος,
urn:cite:perseus:lexentity.lex99989.1,Ἀκοίτης,
urn:cite:perseus:lexentity.lex99990.1,Ἀκορίς,
urn:cite:perseus:lexentity.lex99991.1,Ἀκουμενός,
urn:cite:perseus:lexentity.lex99992.1,Ἀκουσίλαος,
urn:cite:perseus:lexentity.lex99993.1,Ἀκουῖνος,
urn:cite:perseus:lexentity.lex99994.1,Ἀκούτεια,
urn:cite:perseus:lexentity.lex99995.1,Ἀκράγας,
urn:cite:perseus:lexentity.lex99996.1,Ἀκρίαι,
urn:cite:perseus:lexentity.lex99997.1,Ἀκρίσιος,
urn:cite:perseus:lexentity.lex99998.1,Ἀκρίτης,
urn:cite:perseus:lexentity.lex99999.1,Ἀκρίφιος,
urn:cite:perseus:lexentity.lex100000.1,Ἀκραίη,
urn:cite:perseus:lexentity.lex100001.1,Ἀκραίφνιον,
urn:cite:perseus:lexentity.lex100002.1,Ἀκραγαντίνη,
urn:cite:perseus:lexentity.lex100003.1,Ἀκραγαντῖνος,
urn:cite:perseus:lexentity.lex100004.1,Ἀκραιφίη,
urn:cite:perseus:lexentity.lex100005.1,Ἀκρατοπότης,
urn:cite:perseus:lexentity.lex100006.1,Ἀκρατοφόρος,
urn:cite:perseus:lexentity.lex100007.1,Ἀκριάτης,
urn:cite:perseus:lexentity.lex100008.1,Ἀκρισιώνη,
urn:cite:perseus:lexentity.lex100009.1,Ἀκροκόρινθος,
urn:cite:perseus:lexentity.lex100010.1,Ἀκροχερσίτης,
urn:cite:perseus:lexentity.lex100011.1,Ἀκρόθωοι,
urn:cite:perseus:lexentity.lex100012.1,Ἀκρόθωος,
urn:cite:perseus:lexentity.lex100013.1,Ἀκρόλισσος,
urn:cite:perseus:lexentity.lex100014.1,Ἀκρόνεως,
urn:cite:perseus:lexentity.lex100015.1,Ἀκρότατος,
urn:cite:perseus:lexentity.lex100016.1,Ἀκρώρεια,
urn:cite:perseus:lexentity.lex100017.1,Ἀκτέων,
urn:cite:perseus:lexentity.lex100018.1,Ἀκτή,
urn:cite:perseus:lexentity.lex100019.1,Ἀκτίς,
urn:cite:perseus:lexentity.lex100020.1,Ἀκταίη,
urn:cite:perseus:lexentity.lex100021.1,Ἀκταίων,
urn:cite:perseus:lexentity.lex100022.1,Ἀκταῖος,
urn:cite:perseus:lexentity.lex100023.1,Ἀκτιακός,
urn:cite:perseus:lexentity.lex100024.1,Ἀκτισάνης,
urn:cite:perseus:lexentity.lex100025.1,Ἀκτορίδης,
urn:cite:perseus:lexentity.lex100026.1,Ἀκτορίς,
urn:cite:perseus:lexentity.lex100027.1,Ἀκτορίων,
urn:cite:perseus:lexentity.lex100028.1,Ἀκυιτανοί,
urn:cite:perseus:lexentity.lex100029.1,Ἀκυληία,
urn:cite:perseus:lexentity.lex100030.1,Ἀκόντης,
urn:cite:perseus:lexentity.lex100031.1,Ἀκόντιον,
urn:cite:perseus:lexentity.lex100032.1,Ἀκόντιος,
urn:cite:perseus:lexentity.lex100033.1,Ἀκύλας,
urn:cite:perseus:lexentity.lex100034.1,Ἀκύλιος,
urn:cite:perseus:lexentity.lex100035.1,Ἀκύλλιος,
urn:cite:perseus:lexentity.lex100036.1,Ἀκύνιον,
urn:cite:perseus:lexentity.lex100037.1,Ἀλάβανδα,
urn:cite:perseus:lexentity.lex100038.1,Ἀλάβανδος,
urn:cite:perseus:lexentity.lex100039.1,Ἀλάζονες,
urn:cite:perseus:lexentity.lex100040.1,Ἀλάλκειος,
urn:cite:perseus:lexentity.lex100041.1,Ἀλάστωρ,
urn:cite:perseus:lexentity.lex100042.1,Ἀλέη,
urn:cite:perseus:lexentity.lex100043.1,Ἀλέκτωρ,
urn:cite:perseus:lexentity.lex100044.1,Ἀλέξανδρος,
urn:cite:perseus:lexentity.lex100045.1,Ἀλέξαρχος,
urn:cite:perseus:lexentity.lex100046.1,Ἀλέξιος,
urn:cite:perseus:lexentity.lex100047.1,Ἀλέξιππος,
urn:cite:perseus:lexentity.lex100048.1,Ἀλέξων,
urn:cite:perseus:lexentity.lex100050.1,Ἀλέσιος,
urn:cite:perseus:lexentity.lex100051.1,Ἀλέτριον,
urn:cite:perseus:lexentity.lex100052.1,Ἀλήιον,
urn:cite:perseus:lexentity.lex100053.1,Ἀλήιος,""
urn:cite:perseus:lexentity.lex100054.1,Ἀλήσιος,
urn:cite:perseus:lexentity.lex100055.1,Ἀλήτης,
urn:cite:perseus:lexentity.lex100056.1,Ἀλήτιον,
urn:cite:perseus:lexentity.lex100057.1,Ἀλίζωνες,
urn:cite:perseus:lexentity.lex100058.1,Ἀλίφηρα,
urn:cite:perseus:lexentity.lex100059.1,Ἀλίφηρος,
urn:cite:perseus:lexentity.lex100060.1,Ἀλαβανδεύς,
urn:cite:perseus:lexentity.lex100061.1,Ἀλαβαρχία,
urn:cite:perseus:lexentity.lex100062.1,Ἀλαγονίη,
urn:cite:perseus:lexentity.lex100063.1,Ἀλαζείρας,
urn:cite:perseus:lexentity.lex100064.1,Ἀλαζόνιος,
urn:cite:perseus:lexentity.lex100065.1,Ἀλαλά,
urn:cite:perseus:lexentity.lex100066.1,Ἀλαλίη,
urn:cite:perseus:lexentity.lex100068.1,Ἀλαλκομένευς,
urn:cite:perseus:lexentity.lex100069.1,Ἀλαλκομένιος,
urn:cite:perseus:lexentity.lex100070.1,Ἀλαλκομενίη,
urn:cite:perseus:lexentity.lex100071.1,Ἀλαλκομεναί,
urn:cite:perseus:lexentity.lex100072.1,Ἀλαλκομενείη,
urn:cite:perseus:lexentity.lex100073.1,Ἀλαλκομενεύς,
urn:cite:perseus:lexentity.lex100074.1,Ἀλαλκομενηίς,
urn:cite:perseus:lexentity.lex100075.1,Ἀλαλκτήριον,
urn:cite:perseus:lexentity.lex100076.1,Ἀλανοί,
urn:cite:perseus:lexentity.lex100077.1,Ἀλαστορίδης,
urn:cite:perseus:lexentity.lex100078.1,Ἀλβάνιος,
urn:cite:perseus:lexentity.lex100079.1,Ἀλβίγγαυνον,
urn:cite:perseus:lexentity.lex100080.1,Ἀλβίνιος,
urn:cite:perseus:lexentity.lex100081.1,Ἀλβίνος,
urn:cite:perseus:lexentity.lex100082.1,Ἀλβανή,
urn:cite:perseus:lexentity.lex100083.1,Ἀλβανία,
urn:cite:perseus:lexentity.lex100084.1,Ἀλβανίς,
urn:cite:perseus:lexentity.lex100085.1,Ἀλβανόν,
urn:cite:perseus:lexentity.lex100086.1,Ἀλβανός,
urn:cite:perseus:lexentity.lex100087.1,Ἀλβενουανός,
urn:cite:perseus:lexentity.lex100088.1,Ἀλβινοουανός,
urn:cite:perseus:lexentity.lex100089.1,Ἀλβῖνος,
urn:cite:perseus:lexentity.lex100090.1,Ἀλγιδός,
urn:cite:perseus:lexentity.lex100091.1,Ἀλείσιον,
urn:cite:perseus:lexentity.lex100092.1,Ἀλεγηνορίδης,
urn:cite:perseus:lexentity.lex100093.1,Ἀλεκτρυών,
urn:cite:perseus:lexentity.lex100094.1,Ἀλεξάνδρα,
urn:cite:perseus:lexentity.lex100095.1,Ἀλεξάνδρεια,
urn:cite:perseus:lexentity.lex100096.1,Ἀλεξάνδρειον,
urn:cite:perseus:lexentity.lex100097.1,Ἀλεξάνωρ,
urn:cite:perseus:lexentity.lex100098.1,Ἀλεξίας,
urn:cite:perseus:lexentity.lex100099.1,Ἀλεξίβιος,
urn:cite:perseus:lexentity.lex100100.1,Ἀλεξίδαμος,
urn:cite:perseus:lexentity.lex100101.1,Ἀλεξίδη,
urn:cite:perseus:lexentity.lex100102.1,Ἀλεξίδημος,
urn:cite:perseus:lexentity.lex100103.1,Ἀλεξίκακος,
urn:cite:perseus:lexentity.lex100104.1,Ἀλεξίμαχος,
urn:cite:perseus:lexentity.lex100105.1,Ἀλεξίνειος,
urn:cite:perseus:lexentity.lex100106.1,Ἀλεξίνικος,
urn:cite:perseus:lexentity.lex100107.1,Ἀλεξαμενός,
urn:cite:perseus:lexentity.lex100108.1,Ἀλεξανδρίδης,
urn:cite:perseus:lexentity.lex100109.1,Ἀλεξανδρίζω,
urn:cite:perseus:lexentity.lex100110.1,Ἀλεξανδρεύς,
urn:cite:perseus:lexentity.lex100111.1,Ἀλεξανδριστής,
urn:cite:perseus:lexentity.lex100112.1,Ἀλεξανδροκόλαξ,
urn:cite:perseus:lexentity.lex100113.1,Ἀλεξανδρόπολις,
urn:cite:perseus:lexentity.lex100114.1,Ἀλεξανδρώδης,
urn:cite:perseus:lexentity.lex100115.1,Ἀλεξιάρας,
urn:cite:perseus:lexentity.lex100116.1,Ἀλεξιβιάς,
urn:cite:perseus:lexentity.lex100117.1,Ἀλεξικλῆς,
urn:cite:perseus:lexentity.lex100118.1,Ἀλεξικράτης,
urn:cite:perseus:lexentity.lex100119.1,Ἀλεξιππίδης,
urn:cite:perseus:lexentity.lex100120.1,Ἀλεξῖνος,
urn:cite:perseus:lexentity.lex100121.1,Ἀλευάδας,
urn:cite:perseus:lexentity.lex100122.1,Ἀλεός,
urn:cite:perseus:lexentity.lex100123.1,Ἀλεύης,
urn:cite:perseus:lexentity.lex100124.1,Ἀλεῖος,
urn:cite:perseus:lexentity.lex100125.1,Ἀληθιών,
urn:cite:perseus:lexentity.lex100126.1,Ἀληκτώ,
urn:cite:perseus:lexentity.lex100127.1,Ἀλησία,
urn:cite:perseus:lexentity.lex100128.1,Ἀλθαία,
urn:cite:perseus:lexentity.lex100129.1,Ἀλθαίη,
urn:cite:perseus:lexentity.lex100130.1,Ἀλθαιμένης,
urn:cite:perseus:lexentity.lex100131.1,Ἀλθηπίη,
urn:cite:perseus:lexentity.lex100132.1,Ἀλιθέρσης,
urn:cite:perseus:lexentity.lex100133.1,Ἀλιλάτ,
urn:cite:perseus:lexentity.lex100134.1,Ἀλκάθοος,
urn:cite:perseus:lexentity.lex100135.1,Ἀλκάνδρη,
urn:cite:perseus:lexentity.lex100136.1,Ἀλκάνης,
urn:cite:perseus:lexentity.lex100137.1,Ἀλκάροψ,
urn:cite:perseus:lexentity.lex100138.1,Ἀλκέτας,
urn:cite:perseus:lexentity.lex100139.1,Ἀλκή,
urn:cite:perseus:lexentity.lex100140.1,Ἀλκήνωρ,
urn:cite:perseus:lexentity.lex100141.1,Ἀλκίδης,
urn:cite:perseus:lexentity.lex100142.1,Ἀλκίμαχος,
urn:cite:perseus:lexentity.lex100143.1,Ἀλκίνοος,
urn:cite:perseus:lexentity.lex100144.1,Ἀλκίππη,
urn:cite:perseus:lexentity.lex100145.1,Ἀλκίς,
urn:cite:perseus:lexentity.lex100146.1,Ἀλκίφρων,
urn:cite:perseus:lexentity.lex100147.1,Ἀλκαίνετος,
urn:cite:perseus:lexentity.lex100148.1,Ἀλκαθόη,
urn:cite:perseus:lexentity.lex100149.1,Ἀλκαικός,
urn:cite:perseus:lexentity.lex100150.1,Ἀλκαμένης,
urn:cite:perseus:lexentity.lex100151.1,Ἀλκαῖος,
urn:cite:perseus:lexentity.lex100152.1,Ἀλκείδης,
urn:cite:perseus:lexentity.lex100153.1,Ἀλκιβιάδης,
urn:cite:perseus:lexentity.lex100154.1,Ἀλκιδάμας,
urn:cite:perseus:lexentity.lex100155.1,Ἀλκιδίκη,
urn:cite:perseus:lexentity.lex100156.1,Ἀλκιδαμίδης,
urn:cite:perseus:lexentity.lex100157.1,Ἀλκιδόκος,
urn:cite:perseus:lexentity.lex100158.1,Ἀλκιμέδη,
urn:cite:perseus:lexentity.lex100159.1,Ἀλκιμέδων,
urn:cite:perseus:lexentity.lex100160.1,Ἀλκιμένης,
urn:cite:perseus:lexentity.lex100161.1,Ἀλκιμίδης,
urn:cite:perseus:lexentity.lex100162.1,Ἀλκινάδας,
urn:cite:perseus:lexentity.lex100163.1,Ἀλκινόη,
urn:cite:perseus:lexentity.lex100164.1,Ἀλκισθένης,
urn:cite:perseus:lexentity.lex100165.1,Ἀλκμάν,
urn:cite:perseus:lexentity.lex100166.1,Ἀλκμάων,
urn:cite:perseus:lexentity.lex100167.1,Ἀλκμέων,
urn:cite:perseus:lexentity.lex100168.1,Ἀλκμήνη,
urn:cite:perseus:lexentity.lex100169.1,Ἀλκμήνωρ,
urn:cite:perseus:lexentity.lex100170.1,Ἀλκμαίων,
urn:cite:perseus:lexentity.lex100171.1,Ἀλκμαιονίς,
urn:cite:perseus:lexentity.lex100172.1,Ἀλκμαιωνίδαι,
urn:cite:perseus:lexentity.lex100173.1,Ἀλκμαιωνίδης,
urn:cite:perseus:lexentity.lex100174.1,Ἀλκμαιωνίς,
urn:cite:perseus:lexentity.lex100175.1,Ἀλκμανικός,
urn:cite:perseus:lexentity.lex100176.1,Ἀλκμεωνίδης,
urn:cite:perseus:lexentity.lex100177.1,Ἀλκυονίδες,
urn:cite:perseus:lexentity.lex100178.1,Ἀλκυονεύς,
urn:cite:perseus:lexentity.lex100179.1,Ἀλκυόνη,
urn:cite:perseus:lexentity.lex100180.1,Ἀλκυόνιος,
urn:cite:perseus:lexentity.lex100181.1,Ἀλλία,
urn:cite:perseus:lexentity.lex100182.1,Ἀλλαρία,
urn:cite:perseus:lexentity.lex100183.1,Ἀλλαριάτης,
urn:cite:perseus:lexentity.lex100184.1,Ἀλληκτώ,
urn:cite:perseus:lexentity.lex100185.1,Ἀλλόβριξ,
urn:cite:perseus:lexentity.lex100186.1,Ἀλλότριγαι,
urn:cite:perseus:lexentity.lex100187.1,Ἀλμωπίη,
urn:cite:perseus:lexentity.lex100188.1,Ἀλμώνης,
urn:cite:perseus:lexentity.lex100189.1,Ἀλμώπιος,
urn:cite:perseus:lexentity.lex100190.1,Ἀλξίων,
urn:cite:perseus:lexentity.lex100191.1,Ἀλοπεύς,
urn:cite:perseus:lexentity.lex100192.1,Ἀλοῖτις,
urn:cite:perseus:lexentity.lex100193.1,Ἀλπίον,
urn:cite:perseus:lexentity.lex100194.1,Ἀλπεινά,
urn:cite:perseus:lexentity.lex100196.1,Ἀλπηνοί,
urn:cite:perseus:lexentity.lex100197.1,Ἀλπηνός,
urn:cite:perseus:lexentity.lex100198.1,Ἀλυάττης,
urn:cite:perseus:lexentity.lex100199.1,Ἀλυζεύς,
urn:cite:perseus:lexentity.lex100201.1,Ἀλφειός,
urn:cite:perseus:lexentity.lex100202.1,Ἀλφεσίβοια,
urn:cite:perseus:lexentity.lex100204.1,Ἀλφεός,
urn:cite:perseus:lexentity.lex100205.1,Ἀλφιτώ,
urn:cite:perseus:lexentity.lex100206.1,Ἀλφιῷος,
urn:cite:perseus:lexentity.lex100207.1,Ἀλωεύς,
urn:cite:perseus:lexentity.lex100209.1,Ἀλωπεκόννησος,
urn:cite:perseus:lexentity.lex100210.1,Ἀλωρίτης,
urn:cite:perseus:lexentity.lex100211.1,Ἀλόντιον,
urn:cite:perseus:lexentity.lex100212.1,Ἀλόπη,
urn:cite:perseus:lexentity.lex100213.1,Ἀλόπιος,
urn:cite:perseus:lexentity.lex100214.1,Ἀλύβη,
urn:cite:perseus:lexentity.lex100215.1,Ἀλύζεια,
urn:cite:perseus:lexentity.lex100216.1,Ἀλύπιος,
urn:cite:perseus:lexentity.lex100217.1,Ἀλώπεκος,
urn:cite:perseus:lexentity.lex100218.1,Ἀμάδοκος,
urn:cite:perseus:lexentity.lex100219.1,Ἀμάθεια,
urn:cite:perseus:lexentity.lex100220.1,Ἀμάθης,
urn:cite:perseus:lexentity.lex100221.1,Ἀμάλιος,
urn:cite:perseus:lexentity.lex100222.1,Ἀμάνης,
urn:cite:perseus:lexentity.lex100224.1,Ἀμάριον,
urn:cite:perseus:lexentity.lex100225.1,Ἀμάριος,
urn:cite:perseus:lexentity.lex100226.1,Ἀμάρυνθος,
urn:cite:perseus:lexentity.lex100227.1,Ἀμάσεια,
urn:cite:perseus:lexentity.lex100228.1,Ἀμάτιος,
urn:cite:perseus:lexentity.lex100229.1,Ἀμένανος,
urn:cite:perseus:lexentity.lex100230.1,Ἀμένθης,
urn:cite:perseus:lexentity.lex100231.1,Ἀμένωφις,
urn:cite:perseus:lexentity.lex100232.1,Ἀμέρτης,
urn:cite:perseus:lexentity.lex100233.1,Ἀμήστριος,
urn:cite:perseus:lexentity.lex100234.1,Ἀμίαντος,
urn:cite:perseus:lexentity.lex100235.1,Ἀμίλκας,
urn:cite:perseus:lexentity.lex100236.1,Ἀμίλκων,
urn:cite:perseus:lexentity.lex100237.1,Ἀμίνιος,
urn:cite:perseus:lexentity.lex100238.1,Ἀμίστρης,
urn:cite:perseus:lexentity.lex100239.1,Ἀμίτερνα,
urn:cite:perseus:lexentity.lex100240.1,Ἀμίτερνον,
urn:cite:perseus:lexentity.lex100241.1,Ἀμαζονίδες,
urn:cite:perseus:lexentity.lex100242.1,Ἀμαζονίς,
urn:cite:perseus:lexentity.lex100243.1,Ἀμαζονικός,
urn:cite:perseus:lexentity.lex100246.1,Ἀμαζόνιος,
urn:cite:perseus:lexentity.lex100247.1,Ἀμαζών,
urn:cite:perseus:lexentity.lex100248.1,Ἀμαθούσιος,
urn:cite:perseus:lexentity.lex100249.1,Ἀμαθοῦς,
urn:cite:perseus:lexentity.lex100250.1,Ἀμαλήκ,
urn:cite:perseus:lexentity.lex100251.1,Ἀμαληκίτης,
urn:cite:perseus:lexentity.lex100252.1,Ἀμαλθίη,
urn:cite:perseus:lexentity.lex100253.1,Ἀμαλθεία,
urn:cite:perseus:lexentity.lex100254.1,Ἀμαλθεῖον,
urn:cite:perseus:lexentity.lex100255.1,Ἀμαλώιος,
urn:cite:perseus:lexentity.lex100256.1,Ἀμανίδες,
urn:cite:perseus:lexentity.lex100257.1,Ἀμανόν,
urn:cite:perseus:lexentity.lex100258.1,Ἀμανός,
urn:cite:perseus:lexentity.lex100259.1,Ἀμαράμης,
urn:cite:perseus:lexentity.lex100260.1,Ἀμαρδοί,
urn:cite:perseus:lexentity.lex100261.1,Ἀμαρυγκεύς,
urn:cite:perseus:lexentity.lex100262.1,Ἀμαρυσίη,
urn:cite:perseus:lexentity.lex100263.1,Ἀμαρῖνος,
urn:cite:perseus:lexentity.lex100264.1,Ἀμασία,
urn:cite:perseus:lexentity.lex100265.1,Ἀμασίας,
urn:cite:perseus:lexentity.lex100266.1,Ἀμασεύς,
urn:cite:perseus:lexentity.lex100268.1,Ἀμαστριανός,
urn:cite:perseus:lexentity.lex100269.1,Ἀμβλαδεύς,
urn:cite:perseus:lexentity.lex100270.1,Ἀμβολογήρα,
urn:cite:perseus:lexentity.lex100271.1,Ἀμβολογήρη,
urn:cite:perseus:lexentity.lex100272.1,Ἀμβούλιος,
urn:cite:perseus:lexentity.lex100273.1,Ἀμβρακία,
urn:cite:perseus:lexentity.lex100274.1,Ἀμβρακίδες,
urn:cite:perseus:lexentity.lex100275.1,Ἀμβρακίς,
urn:cite:perseus:lexentity.lex100276.1,Ἀμβρακιεύς,
urn:cite:perseus:lexentity.lex100277.1,Ἀμβρακικός,
urn:cite:perseus:lexentity.lex100278.1,Ἀμβρακιώτης,
urn:cite:perseus:lexentity.lex100279.1,Ἀμβροσία,
urn:cite:perseus:lexentity.lex100280.1,Ἀμβροσσεύς,
